"","StationCode","N","turb_median","turb_max","turb_min","turb_quan1","turb_quan25","turb_quan5","turb_quan75","turb_quan9","turb_mean","N.gte.25","pct.gte.25","N.gte.40","pct.gte.40"
"310DAM","310DAM",49,0.49,4.37,0.13,0.198,0.29,0.49,0.9,1.554,0.768163265306122,0,0,0,0
"310DAU","310DAU",40,0.685,3.3,0.18,0.305,0.42,0.685,1.54,2.558,1.0795,0,0,0,0
"310LBC","310LBC",11,1.7,3.8,0.1,0.1,0.6,1.7,2.18,2.82,1.54363636363636,0,0,0,0
"310LPCBPC","310LPCBPC",1,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0,0,0,0
"310LSL","310LSL",4,2.005,98.4,1.43,1.574,1.79,2.005,26.175,69.51,25.96,1,25,1,25
"310LVR","310LVR",5,0.77,4.52,0.57,0.614,0.68,0.77,1.67,3.38,1.642,0,0,0,0
"310MNO","310MNO",4,1.985,3.36,1.54,1.627,1.7575,1.985,2.445,2.994,2.2175,0,0,0,0
"310MOR","310MOR",2,2.7,5.3,0.1,0.62,1.4,2.7,4,4.78,2.7,0,0,0,0
"310OLD","310OLD",5,0.1,5.7,0,0,0,0.1,0.9,3.78,1.34,0,0,0,0
"310PCO","310PCO",5,0.5,5.6,0.1,0.14,0.2,0.5,3,4.56,1.88,0,0,0,0
"310PEN","310PEN",93,1.8,61.3,0.21,0.59,0.94,1.8,3.34,7.452,3.52252688172043,1,1.0752688172043,1,1.0752688172043
"310PIS","310PIS",71,2.2,90.1,0,0,0.1,2.2,6.4,36.8,10.4929577464789,11,15.4929577464789,7,9.85915492957746
"310PRE","310PRE",80,9.85,98.3,0.1,4.59,7.21,9.85,13.6,19.72,12.059,5,6.25,1,1.25
"310SBE","310SBE",37,1.05,6.29,0.11,0.584,0.71,1.05,1.47,2.386,1.3827027027027,0,0,0,0
"310SCN","310SCN",15,0.6,3.2,0,0.04,0.29,0.6,1.5,1.8,0.902666666666667,0,0,0,0
"310SCP","310SCP",5,0,0.1,0,0,0,0,0.1,0.1,0.04,0,0,0,0
"310SLB","310SLB",77,0.18,9.6,0,0,0,0.18,1.4,3.04,1.04454545454545,0,0,0,0
"310SLC","310SLC",6,0.1,0.5,0,0,0.025,0.1,0.325,0.45,0.183333333333333,0,0,0,0
"310SLD","310SLD",2,3.75,7.4,0.1,0.830000000000001,1.925,3.75,5.575,6.67,3.75,0,0,0,0
"310SLM","310SLM",14,0.18,6.3,0,0,0.1,0.18,1.8,3.28,1.17285714285714,0,0,0,0
"310SLU","310SLU",100,0.86,12.1,0.22,0.519,0.6575,0.86,1.14,1.775,1.1808,0,0,0,0
"310SLV","310SLV",15,0.9,4.2,0,0.152,0.45,0.9,2,3.38,1.41466666666667,0,0,0,0
"310SRO","310SRO",52,0.1,10.8,0,0,0,0.1,0.95,2.3,1.16730769230769,0,0,0,0
"310SRU","310SRU",14,0.1,1.2,0,0,0,0.1,0.1,0.41,0.171428571428571,0,0,0,0
"310SSC","310SSC",70,0.135,46.8,0,0,0,0.135,1.275,3.81,1.79471428571429,1,1.42857142857143,1,1.42857142857143
"310SSU","310SSU",6,1.225,6.4,0,0,0.075,1.225,3.7625,5.35,2.19166666666667,0,0,0,0
"310SYB","310SYB",80,16.15,39,1.11,7.659,11,16.15,22.525,32.92,17.932125,14,17.5,0,0
"310TCC","310TCC",2,0.35,0.7,0,0.0700000000000001,0.175,0.35,0.525,0.63,0.35,0,0,0,0
"310TOR","310TOR",7,0.1,0.1,0,0,0.05,0.1,0.1,0.1,0.0714285714285714,0,0,0,0
"310TUR","310TUR",59,2.87,24,0,1.424,1.93,2.87,4.42,8.76400000000001,4.28983050847458,0,0,0,0
"310TWB","310TWB",160,1.165,42.8,0,0,0.4375,1.165,2.3075,5.316,2.228375,1,0.625,1,0.625
"310UCR","310UCR",85,1.68,12.6,0.57,0.91,1.32,1.68,2.21,3.416,2.03435294117647,0,0,0,0
"310UPN","310UPN",55,0.76,12.9,0.2,0.37,0.515,0.76,1.665,3.804,1.61509090909091,0,0,0,0
"310USG","310USG",66,2.75,22.7,0.1,1.065,1.8,2.75,4.07,9.965,4.20151515151515,0,0,0,0
"310USL","310USL",4,1.505,2.53,0.65,0.857,1.1675,1.505,1.885,2.272,1.5475,0,0,0,0
"310UWR","310UWR",10,2.195,8.24,0.53,0.944,1.1425,2.195,4.0225,4.766,2.891,0,0,0,0
"310VIA","310VIA",1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0
"310WRP","310WRP",65,1.22,22.2,0.1,0.1,0.67,1.22,2.27,4.23,2.058,0,0,0,0
"311SLE","311SLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA
"311SLN","311SLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA
"312ALA","312ALA",7,0.1,6.8,0.1,0.1,0.1,0.1,3.2,5.84,1.94285714285714,0,0,0,0
"312BCC","312BCC",23,25.8,3000,3.4,5.012,8.92,25.8,153.8,327.96,212.960869565217,12,52.1739130434783,10,43.4782608695652
"312BCD","312BCD",7,4.3,292.1,0.1,0.1,1.825,4.3,26,144.32,50.3071428571429,2,28.5714285714286,2,28.5714285714286
"312BCF","312BCF",4,331.95,866.4,54.7,120.52,219.25,331.95,508.95,723.42,396.25,4,100,4,100
"312BCJ","312BCJ",71,33.1,738.3,1.97,10.3,19.3,33.1,84.2,332.2,92.7191549295775,45,63.3802816901408,29,40.8450704225352
"312BCU","312BCU",14,11.45,243,0.1,2.63,7.975,11.45,19.075,23.45,28.4928571428571,1,7.14285714285714,1,7.14285714285714
"312BRE","312BRE",5,1.2,2,0.1,0.26,0.5,1.2,1.35,1.74,1.03,0,0,0,0
"312BSR","312BSR",9,76.3,649,6.6,14.84,28.9,76.3,172,454.6,167,7,77.7777777777778,6,66.6666666666667
"312CAV","312CAV",8,0.75,6.5,0.1,0.1,0.1,0.75,1.775,3.35,1.5,0,0,0,0
"312CAW031","312CAW031",1,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,0,0,0,0
"312CAW052","312CAW052",1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0,0,0,0
"312CCC","312CCC",1,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,0,0,0,0
"312CUT","312CUT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA
"312CUY","312CUY",2,0.85,0.9,0.8,0.81,0.825,0.85,0.875,0.89,0.85,0,0,0,0
"312DAVDAV","312DAVDAV",1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0
"312GVS","312GVS",60,5.67,1000,0.1,0.19,3.475,5.67,18.575,105.39,54.0218333333333,10,16.6666666666667,9,15
"312GVT","312GVT",11,32.3,357,0.1,0.1,7.65,32.3,123.85,267.1,90.8727272727273,6,54.5454545454545,5,45.4545454545455
"312HUA","312HUA",5,0.1,31,0,0.04,0.1,0.1,2.5,19.6,6.74,1,20,0,0
"312MAB","312MAB",5,12.6,50.6,8.5,8.74,9.1,12.6,37.1,45.2,23.58,2,40,1,20
"312MSD","312MSD",76,23.95,1043.2,0.1,10.2,12.575,23.95,48.175,111.4,70.5078947368421,37,48.6842105263158,22,28.9473684210526
"312MSS","312MSS",13,10.6,58.4,0,0.02,1.6,10.6,22,48.88,16.6153846153846,3,23.0769230769231,2,15.3846153846154
"312MZCDBC","312MZCDBC",3,0.29,0.42,0.12,0.154,0.205,0.29,0.355,0.394,0.276666666666667,0,0,0,0
"312NIP","312NIP",3,19,21,0.1,3.88,9.55,19,20,20.6,13.3666666666667,0,0,0,0
"312NIT","312NIT",3,6.3,7.7,4.1,4.54,5.2,6.3,7,7.42,6.03333333333333,0,0,0,0
"312OFC","312OFC",88,43.3,3000,0.1,2.881,7.6675,43.3,181.15,377.44,149.235681818182,50,56.8181818181818,47,53.4090909090909
"312OFN","312OFN",80,8.43,498.8,0.1,3.59,4.475,8.43,20.375,50.34,31.792625,17,21.25,11,13.75
"312OLR","312OLR",5,98.3,1485.3,26.3,49.7,84.8,98.3,1208,1374.38,580.54,5,100,4,80
"312ORB","312ORB",19,9.3,151.7,0,0.1,2.4,9.3,17.6,35.84,18.7,4,21.0526315789474,2,10.5263157894737
"312ORC","312ORC",87,143,2859,1.27,22,54.35,143,372.5,811.700000000001,293.985402298851,76,87.3563218390805,72,82.7586206896552
"312ORI","312ORI",85,11,1001,0.1,4.02,7.6,11,27.6,68.6000000000001,43.4750588235294,23,27.0588235294118,15,17.6470588235294
"312ORN","312ORN",5,390.3,864.1,91.6,130.64,189.2,390.3,770,826.46,461.04,5,100,5,100
"312ORS","312ORS",3,6.3,6.6,4.8,5.1,5.55,6.3,6.45,6.54,5.9,0,0,0,0
"312OSR","312OSR",5,72.7,207.5,4.1,7.94,13.7,72.7,144.6,182.34,88.52,3,60,3,60
"312PS0099","312PS0099",1,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,0,0,0,0
"312RYCALR","312RYCALR",1,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,0,0,0,0
"312SBC","312SBC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA
"312SIS","312SIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA
"312SIV","312SIV",10,0.1,2,0,0,0,0.1,0.55,1.28,0.42,0,0,0,0
"312SMA","312SMA",137,88.4,1000,0.16,9,34.5,88.4,193,277.36,135.531751824818,108,78.8321167883212,100,72.992700729927
"312SMI","312SMI",12,8.9,109.1,2,3.22,3.925,8.9,15.925,21.19,17.9583333333333,1,8.33333333333333,1,8.33333333333333
"312SQRABP","312SQRABP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA
"312USC","312USC",5,233.1,534.9,94.6,119.76,157.5,233.1,311.2,445.42,266.26,5,100,5,100
"312WE1028","312WE1028",1,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0,0,0,0
"312WE1035","312WE1035",1,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0,0,0,0
"313SAB","313SAB",10,0.75,133.6,0,0,0.245,0.75,1.2,14.98,13.992,1,10,1,10
"313SAC","313SAC",15,6.2,33.9,0,0,0.84,6.2,12.65,13.42,7.472,1,6.66666666666667,0,0
"313SAE","313SAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA
"313SAI","313SAI",68,2.05,89.2,0,0,0.1975,2.05,9,21.76,7.40441176470588,6,8.82352941176471,2,2.94117647058824
"313WE0899","313WE0899",1,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,0,0,0,0
"314DDE","314DDE",5,36.1,94.5,22.9,28.02,35.7,36.1,70.7,84.98,51.98,4,80,2,40
"314MCM","314MCM",5,8.7,15.4,4.9,4.98,5.1,8.7,12.7,14.32,9.36,0,0,0,0
"314MIG","314MIG",10,8.8,22.2,0,0,1.875,8.8,14.775,17.88,9.3,0,0,0,0
"314SAL","314SAL",16,1.9,15.8,0,0,0.135,1.9,3.875,8.55,3.3675,0,0,0,0
"314SYC","314SYC",14,0.05,4,0,0,0,0.05,0.345,1.37,0.534285714285714,0,0,0,0
"314SYF","314SYF",63,4.02,30.6,0,0.1,1.15,4.02,7.52,13.46,5.8568253968254,3,4.76190476190476,0,0
"314SYI","314SYI",9,1.2,2.2,0,0,0.1,1.2,1.7,1.96,1.00333333333333,0,0,0,0
"314SYL","314SYL",26,1.65,7.9,0,0.1,0.1875,1.65,3.635,4.105,2.07730769230769,0,0,0,0
"314SYN","314SYN",81,1.9,36.9,0,0.1,0.4,1.9,5.62,13.1,4.68938271604938,1,1.23456790123457,0,0
"314SYP","314SYP",12,0.17,2.6,0,0,0,0.17,1.175,2,0.695,0,0,0,0
"314WE0542","314WE0542",1,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,0,0,0,0
"314WE0677","314WE0677",1,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0,0,0,0
"314WE0779","314WE0779",1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0
"314WE0785","314WE0785",1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,0,0,0,0
"314WE0796","314WE0796",1,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0,0,0,0
"314WE0898","314WE0898",1,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0,0,0,0
"314WE1046","314WE1046",1,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0,0,0,0
"314WE1102","314WE1102",2,0.45,0.75,0.15,0.21,0.3,0.45,0.6,0.69,0.45,0,0,0,0
"315ABH","315ABH",8,1.05,5.2,0.1,0.1,0.1375,1.05,2.85,3.66,1.68125,0,0,0,0
"315ABU","315ABU",73,1.5,26.8,0,0,0,1.5,4.1,9.02,3.14438356164384,1,1.36986301369863,0,0
"315ANN","315ANN",17,0.3,217.8,0,0,0.1,0.3,5.1,6.42,14.61,1,5.88235294117647,1,5.88235294117647
"315APC","315APC",33,1.72,97.7,0,0,0.1,1.72,3.27,9.524,5.7130303030303,1,3.03030303030303,1,3.03030303030303
"315APF","315APF",31,1.45,12,0,0.1,0.6,1.45,3,5.63,2.3241935483871,0,0,0,0
"315ARH101","315ARH101",1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,0,0,0,0
"315ATA","315ATA",77,1.2,28.5,0,0,0.1,1.2,5.8,9.38000000000001,3.50168831168831,2,2.5974025974026,0,0
"315ATU","315ATU",16,1.6,124.1,0,0,0.075,1.6,6.625,57.85,16.6475,2,12.5,2,12.5
"315BEF","315BEF",49,2,12.6,0,0.1,0.8,2,3.1,5.53,2.52918367346939,0,0,0,0
"315BEL","315BEL",15,0.13,3.7,0,0.04,0.1,0.13,1.05,1.9,0.736666666666667,0,0,0,0
"315CAP","315CAP",14,0.1,6.9,0,0,0,0.1,0.3675,0.88,0.685,0,0,0,0
"315CAU","315CAU",2,10.9,11.6,10.2,10.34,10.55,10.9,11.25,11.46,10.9,0,0,0,0
"315CRP","315CRP",62,0.1,15.6,0,0,0,0.1,1.425,6.97,1.75451612903226,0,0,0,0
"315DOS","315DOS",13,0.1,11.3,0,0,0,0.1,0.6,1.54,1.18538461538462,0,0,0,0
"315FMV","315FMV",66,4.295,240.5,0.1,1.15,2.5075,4.295,7.1475,13.45,10.6119696969697,4,6.06060606060606,3,4.54545454545455
"315FRC","315FRC",75,0.27,93.1,0,0,0,0.27,5.05,15.16,6.17253333333333,5,6.66666666666667,3,4
"315FRCMVD","315FRCMVD",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"315FRCMVU","315FRCMVU",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"315GAI","315GAI",14,0.9,15.9,0,0,0.05,0.9,4.35,9.95,3.44642857142857,0,0,0,0
"315GAN","315GAN",66,3.16,1051,0.1,0.975,1.7925,3.16,5.2025,16.85,21.280303030303,3,4.54545454545455,1,1.51515151515152
"315GAV","315GAV",55,0.1,24.5,0,0,0,0.1,2.05,6.98000000000001,2.11072727272727,0,0,0,0
"315GBR","315GBR",5,3.4,9.6,1.9,2.02,2.2,3.4,4,7.36,4.22,0,0,0,0
"315JAL","315JAL",52,0.57,16.6,0,0,0,0.57,2.25,5.68,2.2275,0,0,0,0
"315LCC","315LCC",4,2.995,14.5,1.24,1.399,1.6375,2.995,6.79,11.416,5.4325,0,0,0,0
"315LCR","315LCR",7,2.6,27.4,0.1,0.88,1.6,2.6,13.25,19.78,8.54285714285714,1,14.2857142857143,0,0
"315MIS","315MIS",74,0.3,21.3,0,0,0,0.3,2.2,5.95,2.37648648648649,0,0,0,0
"315MIU","315MIU",12,0.1,3.4,0,0,0,0.1,0.1,0.1,0.333333333333333,0,0,0,0
"315MTC","315MTC",2,0.25,0.4,0.1,0.13,0.175,0.25,0.325,0.37,0.25,0,0,0,0
"315MYC","315MYC",4,1.25,13.5,0.1,0.43,0.925,1.25,4.35,9.84,4.025,0,0,0,0
"315RIN","315RIN",75,2.5,37,0,0,0.1,2.5,6.7,24.76,6.8648,8,10.6666666666667,0,0
"315ROM","315ROM",9,0.1,3.5,0,0,0,0.1,0.1,1.18,0.5,0,0,0,0
"315RSB","315RSB",13,0.1,6.6,0,0,0,0.1,0.64,3.48,1.11076923076923,0,0,0,0
"315SCC","315SCC",10,1.3,11.5,0,0,0.1,1.3,2.8,4.66,2.38,0,0,0,0
"315SJC","315SJC",13,3.7,26.7,0,0,0,3.7,5.5,6.8,4.76923076923077,1,7.69230769230769,0,0
"315SJH","315SJH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA
"315SMC","315SMC",8,2.825,91,0,0.28,0.85,2.825,10.1,44.66,16.00625,1,12.5,1,12.5
"315SPC","315SPC",5,10.4,42.1,0.1,0.14,0.2,10.4,29.1,36.9,16.38,2,40,1,20
"315TCI","315TCI",18,0.11,8.2,0,0,0.1,0.11,0.925,5.37,1.47,0,0,0,0
"315TOR","315TOR",10,0.5,6.6,0,0,0.025,0.5,1.5,2.415,1.265,0,0,0,0
"315YSI","315YSI",1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0
"317CHO","317CHO",11,3,25,0,0,0.4,3,3.8,22.9,5.88181818181818,1,9.09090909090909,0,0
"317CHO2","317CHO2",1,103,103,103,103,103,103,103,103,103,1,100,1,100
"317ESE","317ESE",6,61.8,393.2,0,3.35,17.575,61.8,189.35,310.6,125.25,4,66.6666666666667,4,66.6666666666667
"317EST","317EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA
"CMWCP00","CMWCP00",15,2.91,96.2,0.19,0.713,1,2.91,9.055,56.914,15.4403333333333,2,13.3333333333333,2,13.3333333333333
"CMWFK00","CMWFK00",22,3.915,10.43,0.27,0.8075,1.19,3.915,6.29375,7.075,3.94090909090909,0,0,0,0
"CMWSM01","CMWSM01",6,1.1,10.06,0.17,0.35,0.5975,1.1,4.43,7.75,3.06666666666667,0,0,0,0
"GAB-VET","GAB-VET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA
"GVWAT1","GVWAT1",72,2.62,33.3,0.37,0.822,1.4,2.62,4.725,9.441,4.07236111111111,1,1.38888888888889,0,0
"GVWAT2","GVWAT2",65,2.55,80.37,0.56,1.108,1.7,2.55,5.585,9.428,5.23223076923077,2,3.07692307692308,1,1.53846153846154
"GVWAT3","GVWAT3",74,1.625,44.33,0,0.441,0.8325,1.625,3.435,12.637,4.51587837837838,3,4.05405405405405,2,2.7027027027027
"GVWBL2","GVWBL2",23,0.52,12.13,0,0,0.11,0.52,1.02,3.43,1.36391304347826,0,0,0,0
"GVWCG1","GVWCG1",74,5.025,62,1.21,2.035,3.075,5.025,8.7275,13.136,8.01851351351351,4,5.40540540540541,2,2.7027027027027
"GVWDV20","GVWDV20",2,4.74,6.84,2.64,3.06,3.69,4.74,5.79,6.42,4.74,0,0,0,0
"GVWDV21","GVWDV21",24,6.455,38.33,0.68,1.723,2.9275,6.455,18.0375,24.111,11.1404166666667,2,8.33333333333333,0,0
"GVWDV22","GVWDV22",39,1.85,19.53,0,0.694,1.165,1.85,6.57,7.944,4.09307692307692,0,0,0,0
"GVWDV24","GVWDV24",45,6.14,407,0,1.798,3.62,6.14,12.37,46.17,22.0024444444444,8,17.7777777777778,5,11.1111111111111
"GVWDV25","GVWDV25",27,4.82,13.22,0,2.8,3.35,4.82,6.23,8.848,5.27592592592593,0,0,0,0
"GVWGA1","GVWGA1",61,1.87,20.57,0.18,0.78,1.05,1.87,2.9,5.27,3.01213114754098,0,0,0,0
"GVWGA2","GVWGA2",65,1.82,29.1,0.42,0.802,1.1,1.82,4,11.93,4.16069230769231,1,1.53846153846154,0,0
"GVWLC1","GVWLC1",2,18.8,29.8,7.8,10,13.3,18.8,24.3,27.6,18.8,1,50,0,0
"GVWLC2","GVWLC2",44,1.025,28,0,0.113,0.2575,1.025,1.995,3.614,2.35681818181818,1,2.27272727272727,0,0
"GVWLV1","GVWLV1",15,4.16,14.8,1.09,1.39,2.075,4.16,7.275,12.618,5.52533333333333,0,0,0,0
"GVWMY1","GVWMY1",9,1.44,24.2,0.2,0.36,0.45,1.44,1.82,8.47199999999999,3.91777777777778,0,0,0,0
"GVWMY2","GVWMY2",40,1.975,33.8,0,0.371,0.7975,1.975,4.1825,8.618,3.76475,1,2.5,0,0
"GVWSJ1","GVWSJ1",28,1.44,26.9,0,0.19,0.6675,1.44,3.7775,7.355,3.24142857142857,1,3.57142857142857,0,0
"GVWSJ2","GVWSJ2",65,1.24,113,0,0.218,0.54,1.24,2.22,7.344,7.06738461538461,5,7.69230769230769,5,7.69230769230769
"GVWSP1","GVWSP1",34,1.02,23.1,0,0.231,0.5425,1.02,1.63,4.26,2.40558823529412,0,0,0,0
"GVWSP3","GVWSP3",30,1.555,7.12,0,0.257,0.535,1.555,2.82,3.74,1.91933333333333,0,0,0,0
"GVWTC1","GVWTC1",37,2.62,800,0,0.356,1.15,2.62,9.17,16.7,27.9189189189189,3,8.10810810810811,2,5.40540540540541
"GVWTC2","GVWTC2",21,0.84,16.7,0,0.03,0.35,0.84,1.93,2.79,1.85952380952381,0,0,0,0
"NAT-LAS","NAT-LAS",1,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,0,0,0,0
