"","StationCode","N","turb_median","turb_max","turb_min","turb_quan1","turb_quan25","turb_quan5","turb_quan75","turb_quan9","turb_mean","N.gte.25","pct.gte.25","N.gte.40","pct.gte.40"
"310CAY","310CAY",12,0.1,1000,0,0.1,0.1,0.1,6.675,51.09,89.525,2,16.6666666666667,2,16.6666666666667
"310CCC","310CCC",310,1.505,226.3,0.1,0.519,0.84,1.505,2.7,5.657,5.16073548387097,11,3.54838709677419,5,1.61290322580645
"310CER","310CER",344,1.775,401,0,0.713,1.045,1.775,2.9725,4.843,4.14209302325581,4,1.16279069767442,3,0.872093023255814
"310CHD","310CHD",2,0.775,0.91,0.64,0.667,0.7075,0.775,0.8425,0.883,0.775,0,0,0,0
"310CHO","310CHO",203,1.34,65.5,0.11,0.782,1.015,1.34,2.005,2.92,2.14812807881773,2,0.985221674876847,1,0.492610837438424
"310CLK","310CLK",2,0.89,1.26,0.52,0.594,0.705,0.89,1.075,1.186,0.89,0,0,0,0
"310CLV","310CLV",64,0.71,85.1,0.15,0.243,0.395,0.71,2.245,5.747,3.18203125,1,1.5625,1,1.5625
"310COO","310COO",110,1.175,63.1,0,0.154,0.71,1.175,2.1775,4.64600000000001,3.34909090909091,3,2.72727272727273,3,2.72727272727273
"310CPN","310CPN",189,0.66,10.6,0.2,0.368,0.47,0.66,1.05,1.93,1.05634920634921,0,0,0,0
"310DAL","310DAL",99,0.78,12.7,0.16,0.388,0.525,0.78,1.43,3.896,1.50575757575758,0,0,0,0
"310DAM","310DAM",143,0.57,61,0.13,0.23,0.33,0.57,0.88,1.666,1.62916083916084,2,1.3986013986014,2,1.3986013986014
"310DAU","310DAU",114,0.66,50.5,0.14,0.28,0.39,0.66,1.1875,2.41,1.42578947368421,1,0.87719298245614,1,0.87719298245614
"310LBC","310LBC",46,1.88,1000,0,0.1,0.9425,1.88,4.2725,60,42.2813913043478,5,10.8695652173913,5,10.8695652173913
"310LPCBPC","310LPCBPC",1,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0,0,0,0
"310LSL","310LSL",5,1.91,98.4,1.13,1.25,1.43,1.91,2.1,59.88,20.994,1,20,1,20
"310LVR","310LVR",29,4.52,297,0.57,0.794,1.62,4.52,15,71.64,28.9737931034483,5,17.2413793103448,5,17.2413793103448
"310MNO","310MNO",6,1.97,3.36,0.51,1.025,1.6125,1.97,2.1325,2.75,1.915,0,0,0,0
"310MOR","310MOR",12,0.1,279.3,0,0,0.075,0.1,4.4,29.96,26.875,2,16.6666666666667,1,8.33333333333333
"310OLD","310OLD",14,0.45,45.7,0,0,0.025,0.45,2.925,6.68,4.67142857142857,1,7.14285714285714,1,7.14285714285714
"310PCO","310PCO",23,0.5,160.5,0,0,0.1,0.5,3.35,4.94,8.62,1,4.34782608695652,1,4.34782608695652
"310PEN","310PEN",240,1.755,900,0.21,0.583,0.9675,1.755,3.58,7.261,6.9746875,2,0.833333333333333,2,0.833333333333333
"310PIS","310PIS",168,1.8,247.9,0,0,0.1,1.8,6.3,39.65,12.377380952381,24,14.2857142857143,17,10.1190476190476
"310PRE","310PRE",188,9.895,251,0,4.006,6.8,9.895,15.5,40.8900000000001,20.1164361702128,31,16.4893617021277,19,10.1063829787234
"310SBE","310SBE",115,1.23,504,0.11,0.504,0.71,1.23,2.345,4.62,7.88304347826087,3,2.60869565217391,3,2.60869565217391
"310SCN","310SCN",34,0.8,8.4,0,0,0.185,0.8,1.95,4.4,1.68941176470588,0,0,0,0
"310SCP","310SCP",23,0.1,2.4,0,0,0,0.1,1,1.78,0.536086956521739,0,0,0,0
"310SLB","310SLB",178,0.375,222.6,0,0,0,0.375,2.4,9.99000000000001,7.12837078651685,11,6.17977528089888,8,4.49438202247191
"310SLC","310SLC",24,0.1,8.6,0,0,0,0.1,0.425,4.18,1.175,0,0,0,0
"310SLD","310SLD",2,3.75,7.4,0.1,0.830000000000001,1.925,3.75,5.575,6.67,3.75,0,0,0,0
"310SLM","310SLM",34,0.18,6.3,0,0,0,0.18,1.575,3.75,1.16529411764706,0,0,0,0
"310SLU","310SLU",245,1.02,75.2,0.22,0.498,0.68,1.02,1.82,4.516,2.50604081632653,3,1.22448979591837,1,0.408163265306122
"310SLV","310SLV",37,1.3,64.5,0,0,0.1,1.3,3.9,6.54,4.54108108108108,2,5.40540540540541,1,2.7027027027027
"310SRO","310SRO",137,0.2,3000,0,0,0,0.2,1.8,8.52,45.4233576642336,8,5.83941605839416,8,5.83941605839416
"310SRU","310SRU",36,0.1,1139,0,0,0,0.1,0.3125,2.3,59.9405555555556,2,5.55555555555556,2,5.55555555555556
"310SSC","310SSC",167,0.2,3000,0,0,0,0.2,2.3,6.8,28.8223952095808,10,5.98802395209581,8,4.79041916167665
"310SSU","310SSU",25,1.7,525,0,0,0,1.7,5.2,8.08,24.5688,2,8,1,4
"310SYB","310SYB",179,14.1,174,1.11,7.318,9.83,14.1,22.05,34.06,19.3342458100559,32,17.877094972067,9,5.02793296089385
"310TCC","310TCC",5,0.12,0.7,0,0,0,0.12,0.23,0.512,0.21,0,0,0,0
"310TOR","310TOR",24,0.1,418,0,0,0.075,0.1,0.425,5.87,18.2908333333333,1,4.16666666666667,1,4.16666666666667
"310TUR","310TUR",151,2.5,1001,0,1.12,1.59,2.5,4.52,11.9,14.2499337748344,6,3.97350993377483,5,3.3112582781457
"310TWB","310TWB",434,1.105,1490,0,0,0.6,1.105,2.1225,4.87,6.73587557603687,11,2.53456221198157,8,1.84331797235023
"310UCR","310UCR",213,1.53,468,0.46,0.744,1.09,1.53,2.24,3.584,5.16943661971831,4,1.87793427230047,3,1.40845070422535
"310UPN","310UPN",133,0.78,28.3,0.2,0.372,0.52,0.78,1.51,3.162,1.63488721804511,1,0.75187969924812,0,0
"310USG","310USG",154,2.7,3000,0.1,1.086,1.57,2.7,4.84,12.15,37.5878571428571,9,5.84415584415584,8,5.19480519480519
"310USL","310USL",4,1.505,2.53,0.65,0.857,1.1675,1.505,1.885,2.272,1.5475,0,0,0,0
"310UWR","310UWR",32,1.87,15.8,0.53,0.742,1.0275,1.87,3.6025,5.442,3.053125,0,0,0,0
"310VIA","310VIA",12,0.5,846.4,0,0.01,0.1,0.5,4.875,355.77,104.485833333333,2,16.6666666666667,2,16.6666666666667
"310WRP","310WRP",175,1.55,936,0.1,0.514,0.9,1.55,3.945,13.82,20.1179428571429,12,6.85714285714286,10,5.71428571428571
"311SLE","311SLE",1,20,20,20,20,20,20,20,20,20,0,0,0,0
"311SLN","311SLN",2,4.85,6.9,2.8,3.21,3.825,4.85,5.875,6.49,4.85,0,0,0,0
"312ALA","312ALA",22,0.68,16.7,0.1,0.1,0.1,0.68,3.625,8.69,3.06636363636364,0,0,0,0
"312BCC","312BCC",55,141.6,6032,3.4,8.41,24.45,141.6,573.5,2297,605.04,41,74.5454545454545,39,70.9090909090909
"312BCD","312BCD",22,6.9,1001,0,0.1,2.3875,6.9,51,290.07,128.693181818182,8,36.3636363636364,8,36.3636363636364
"312BCF","312BCF",8,98.55,866.4,38.5,49.84,74.275,98.55,303.025,532.78,237.675,8,100,7,87.5
"312BCJ","312BCJ",157,58.6,3000,1.97,12.84,25.2,58.6,190.7,457.22,241.479554140127,118,75.1592356687898,92,58.5987261146497
"312BCU","312BCU",31,22,1001,0.1,6.9,11.45,22,170.9,336.7,132.361290322581,13,41.9354838709677,12,38.7096774193548
"312BRE","312BRE",21,0.1,9.4,0,0,0,0.1,1.35,2,1.06761904761905,0,0,0,0
"312BSR","312BSR",18,137.5,3000,6.6,25.3,71.575,137.5,334.35,762.7,375.883333333333,16,88.8888888888889,15,83.3333333333333
"312CAV","312CAV",26,1.85,1001,0,0,0.1,1.85,20.75,208.25,84.0346153846154,6,23.0769230769231,4,15.3846153846154
"312CAW031","312CAW031",1,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,0,0,0,0
"312CAW052","312CAW052",1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0,0,0,0
"312CCC","312CCC",16,2.95,969,0,0,0.1,2.95,16.25,414.6,116.584375,4,25,3,18.75
"312CUT","312CUT",8,37.1,2000,4.1,7.74,9.825,37.1,70.2,666.57,281.825,4,50,4,50
"312CUY","312CUY",9,1.1,1001,0.1,0.3,0.8,1.1,3.9,208.359999999999,113.372222222222,1,11.1111111111111,1,11.1111111111111
"312DAVDAV","312DAVDAV",1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0
"312GVS","312GVS",134,14.6,3000,0.1,1.86,4.4,14.6,65.2,341.9,170.024402985075,53,39.5522388059701,43,32.089552238806
"312GVT","312GVT",25,32.3,357,0.1,1.98,6.6,32.3,84.5,196.4,74.2,15,60,12,48
"312HUA","312HUA",17,0.1,31,0,0,0,0.1,0.5,4.46,2.59058823529412,1,5.88235294117647,0,0
"312MAB","312MAB",9,37.1,1593,8.5,8.98,12.6,37.1,86.3,401.559999999999,213.677777777778,5,55.5555555555556,4,44.4444444444444
"312MSD","312MSD",184,45.8,1206,0.1,10.53,18.525,45.8,129.85,345.98,136.321358695652,126,68.4782608695652,97,52.7173913043478
"312MSS","312MSS",28,13.95,794.4,0,0.1,3.575,13.95,54.875,213.24,77.2714285714286,11,39.2857142857143,9,32.1428571428571
"312MZCDBC","312MZCDBC",3,0.29,0.42,0.12,0.154,0.205,0.29,0.355,0.394,0.276666666666667,0,0,0,0
"312NIP","312NIP",16,17.15,35.3,0.1,2.8,9.8,17.15,20.775,27.75,16.025,2,12.5,0,0
"312NIT","312NIT",16,6.6,38,0.1,1.05,4.075,6.6,11.225,27.8,10.46875,3,18.75,0,0
"312OFC","312OFC",198,61.05,3000,0.1,5.182,14.725,61.05,258.525,637.700000000001,270.240050505051,136,68.6868686868687,114,57.5757575757576
"312OFN","312OFN",181,18.6,3000,0.1,4.01,7.1,18.6,38.9,85.6,69.4303314917127,67,37.0165745856354,44,24.3093922651934
"312OLR","312OLR",10,653.95,3000,26.3,78.95,150.175,653.95,1099.75,1636.77,829.14,10,100,9,90
"312ORB","312ORB",45,11.5,3000,0,0.1,2.6,11.5,25.7,145.42,161.733333333333,12,26.6666666666667,9,20
"312ORC","312ORC",200,185.65,3000,1.27,24.28,61.55,185.65,456.175,879.55,363.50105,179,89.5,165,82.5
"312ORI","312ORI",199,22.3,3000,0.1,5.164,9.175,22.3,89.25,262.2,147.074773869347,95,47.7386934673367,78,39.1959798994975
"312ORN","312ORN",12,468.65,864.1,91.6,100.2,182.025,468.65,618.275,763.31,442.9,12,100,12,100
"312ORS","312ORS",10,16,2757,4.8,6.15,6.875,16,255.25,860.699999999999,382.16,4,40,3,30
"312OSR","312OSR",11,107.3,3000,4.1,13.7,45.25,107.3,330.55,543,421.545454545455,9,81.8181818181818,8,72.7272727272727
"312PS0099","312PS0099",1,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,0,0,0,0
"312RYCALR","312RYCALR",1,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,0,0,0,0
"312SBC","312SBC",2,32.35,61.7,3,8.87000000000001,17.675,32.35,47.025,55.83,32.35,1,50,1,50
"312SIS","312SIS",3,16.3,34.9,2.9,5.58,9.6,16.3,25.6,31.18,18.0333333333333,1,33.3333333333333,0,0
"312SIV","312SIV",28,0.1,34.5,0,0,0,0.1,1.85,2.18,2.06964285714286,1,3.57142857142857,0,0
"312SMA","312SMA",314,119.85,3000,0.16,15.8,48.025,119.85,217.325,379.86,213.872738853503,273,86.9426751592357,248,78.9808917197452
"312SMI","312SMI",39,30.2,28400,0.1,3.36,8.4,30.2,899.9,3000,1325.24358974359,21,53.8461538461538,18,46.1538461538462
"312SQRABP","312SQRABP",1,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,0,0,0,0
"312USC","312USC",12,321.95,3000,51.8,100.89,214.2,321.95,1214.25,2039.4,819.75,12,100,12,100
"312WE1028","312WE1028",1,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0,0,0,0
"312WE1035","312WE1035",1,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0,0,0,0
"313SAB","313SAB",29,1.2,705.3,0,0,0.18,1.2,5.8,40.7,35.7003448275862,4,13.7931034482759,3,10.3448275862069
"313SAC","313SAC",41,8.1,53.3,0,0,1.4,8.1,14.3,23.7,10.4190243902439,4,9.75609756097561,1,2.4390243902439
"313SAE","313SAE",2,409.95,677.9,142,195.59,275.975,409.95,543.925,624.31,409.95,2,100,2,100
"313SAI","313SAI",166,2.55,1172,0,0,0.4325,2.55,10.275,34.45,31.2124096385542,21,12.6506024096386,14,8.43373493975904
"313WE0899","313WE0899",1,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,0,0,0,0
"314DDE","314DDE",11,50.9,573,14.1,22.9,29.6,50.9,91.7,239,113.572727272727,8,72.7272727272727,6,54.5454545454545
"314MCM","314MCM",12,7.45,36.4,2.7,4.92,5.325,7.45,13.375,16.93,11.0833333333333,1,8.33333333333333,0,0
"314MIG","314MIG",26,7.55,991.9,0,0,0.4125,7.55,13.8,25.7,46.6288461538462,3,11.5384615384615,1,3.84615384615385
"314SAL","314SAL",39,3.1,713.1,0,0,0.59,3.1,7.4,66.2800000000002,40.4784615384615,5,12.8205128205128,5,12.8205128205128
"314SYC","314SYC",35,0.1,46.4,0,0,0,0.1,1.2,3.64,2.74,1,2.85714285714286,1,2.85714285714286
"314SYF","314SYF",153,6.4,2801,0,0.1,2.4,6.4,14.1,37.14,63.1617647058824,21,13.7254901960784,14,9.15032679738562
"314SYI","314SYI",34,1.1,3000,0,0,0.1,1.1,2.95,67.53,172.921764705882,6,17.6470588235294,5,14.7058823529412
"314SYL","314SYL",79,3.2,3000,0,0.1,0.75,3.2,8.15,177.96,136.211265822785,12,15.1898734177215,11,13.9240506329114
"314SYN","314SYN",219,2.79,3000,0,0,0.3,2.79,10.95,34.28,63.8476255707763,25,11.4155251141553,19,8.67579908675799
"314SYP","314SYP",35,0.3,713.3,0,0,0.1,0.3,2.35,31.56,27.6725714285714,5,14.2857142857143,2,5.71428571428571
"314WE0542","314WE0542",1,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,0,0,0,0
"314WE0677","314WE0677",1,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0,0,0,0
"314WE0779","314WE0779",1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0
"314WE0785","314WE0785",1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,0,0,0,0
"314WE0796","314WE0796",1,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0,0,0,0
"314WE0898","314WE0898",1,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0,0,0,0
"314WE1046","314WE1046",1,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0,0,0,0
"314WE1102","314WE1102",2,0.45,0.75,0.15,0.21,0.3,0.45,0.6,0.69,0.45,0,0,0,0
"315ABH","315ABH",22,1.65,1001,0,0.01,0.1125,1.65,4.825,25.69,51.2568181818182,3,13.6363636363636,1,4.54545454545455
"315ABU","315ABU",176,1.75,3000,0,0,0.1,1.75,5.9,18.75,31.4344318181818,15,8.52272727272727,11,6.25
"315ANN","315ANN",39,1.5,955.3,0,0,0.1,1.5,5.55,28.9800000000001,39.2479487179487,4,10.2564102564103,4,10.2564102564103
"315APC","315APC",78,2.305,836,0,0,0.3975,2.305,8.175,21.14,26.7558974358974,7,8.97435897435897,6,7.69230769230769
"315APF","315APF",77,1.65,1052,0,0.1,0.77,1.65,4.2,16.4800000000001,35.0350649350649,7,9.09090909090909,7,9.09090909090909
"315ARH101","315ARH101",1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,0,0,0,0
"315ATA","315ATA",177,2.1,788,0,0,0.1,2.1,7.1,18.24,16.3472881355932,16,9.03954802259887,8,4.51977401129944
"315ATU","315ATU",38,4.25,832.3,0,0,0.125,4.25,13.375,116.75,49.0542105263158,7,18.4210526315789,6,15.7894736842105
"315BEF","315BEF",124,2.51,3000,0,0.1,1.1,2.51,5.275,25.26,106.198467741935,13,10.4838709677419,10,8.06451612903226
"315BEL","315BEL",37,0.4,1001,0,0,0.1,0.4,3.5,23.92,48.9581081081081,4,10.8108108108108,3,8.10810810810811
"315CAP","315CAP",32,0.1,125.2,0,0,0,0.1,0.4425,5.94000000000001,6.8403125,2,6.25,2,6.25
"315CAU","315CAU",8,1.05,304.3,0,0,0,1.05,10.55,99.41,41.025,1,12.5,1,12.5
"315CRP","315CRP",153,0.1,1001,0,0,0,0.1,2.9,7.74000000000001,12.5167320261438,8,5.22875816993464,4,2.61437908496732
"315DOS","315DOS",31,0.1,457.1,0,0,0.05,0.1,1.1,8.3,17.8003225806452,2,6.45161290322581,2,6.45161290322581
"315FMV","315FMV",154,3.77,671.6,0.1,1.079,2.27,3.77,6.715,38.7900000000002,23.5049285714286,20,12.987012987013,16,10.3896103896104
"315FRC","315FRC",177,0.14,817.5,0,0,0,0.14,3.5,18.7,12.7238418079096,15,8.47457627118644,11,6.21468926553672
"315FRCMVD","315FRCMVD",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"315FRCMVU","315FRCMVU",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"315GAI","315GAI",31,1.3,54.5,0,0,0.05,1.3,3.8,10.1,5.43709677419355,2,6.45161290322581,1,3.2258064516129
"315GAN","315GAN",155,3.4,3000,0.1,0.84,1.885,3.4,8.35,27.96,53.6242580645161,17,10.9677419354839,13,8.38709677419355
"315GAV","315GAV",143,0.1,2044,0,0,0,0.1,2.9,13.7,28.5795104895105,11,7.69230769230769,9,6.29370629370629
"315GBR","315GBR",12,2.5,2224,0.1,0.23,1.7,2.5,4.065,9.066,187.963333333333,1,8.33333333333333,1,8.33333333333333
"315JAL","315JAL",127,0.5,958,0,0,0,0.5,2.95,8.76,17.6047244094488,4,3.1496062992126,3,2.36220472440945
"315LCC","315LCC",11,4,14.5,1.24,1.73,2.29,4,7.47,11.6,5.49090909090909,0,0,0,0
"315LCR","315LCR",12,9.05,31.2,0.1,1.44,2.4,9.05,16.15,26.71,11.0916666666667,2,16.6666666666667,0,0
"315MIS","315MIS",174,0.675,1179,0,0,0,0.675,2.975,13.94,14.1659195402299,7,4.02298850574713,5,2.8735632183908
"315MIU","315MIU",31,0.1,542,0,0,0,0.1,1,13.7,20.3612903225806,2,6.45161290322581,2,6.45161290322581
"315MTC","315MTC",12,2.65,259.9,0,0.01,0.1,2.65,16.35,22.38,27.7916666666667,1,8.33333333333333,1,8.33333333333333
"315MYC","315MYC",14,12,981.8,0,0.43,2.075,12,64.55,508.860000000001,139.728571428571,6,42.8571428571429,5,35.7142857142857
"315RIN","315RIN",180,4.4,3000,0,0,0.1,4.4,22.45,51.53,56.7316666666667,39,21.6666666666667,21,11.6666666666667
"315ROM","315ROM",24,0.1,738.2,0,0,0,0.1,1.775,10.07,35.5958333333333,2,8.33333333333333,2,8.33333333333333
"315RSB","315RSB",34,0.1,366,0,0,0,0.1,1.775,4.98,12.4747058823529,1,2.94117647058824,1,2.94117647058824
"315SCC","315SCC",29,2.8,731,0,0,0.1,2.8,11.5,115.96,55.2275862068966,5,17.2413793103448,5,17.2413793103448
"315SJC","315SJC",32,4.15,1001,0,0,0.075,4.15,8.5,26.22,46.840625,4,12.5,3,9.375
"315SJH","315SJH",1,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,1,100,0,0
"315SMC","315SMC",24,4.85,1001,0,0,0.325,4.85,19.175,85.99,61.7895833333333,5,20.8333333333333,5,20.8333333333333
"315SPC","315SPC",21,2.4,1001,0,0,0.2,2.4,29.1,83.7,105.538095238095,6,28.5714285714286,5,23.8095238095238
"315TCI","315TCI",42,0.45,1001,0,0,0.025,0.45,4.075,25.22,47.4847619047619,5,11.9047619047619,4,9.52380952380952
"315TOR","315TOR",21,0.9,724.1,0,0,0,0.9,5.9,20.2,43.8214285714286,2,9.52380952380952,2,9.52380952380952
"315YSI","315YSI",9,0.1,257.7,0,0,0.1,0.1,1.8,77.6199999999998,32.5555555555556,2,22.2222222222222,1,11.1111111111111
"317CHO","317CHO",27,2.6,189.3,0,0,0.1,2.6,14.9,25.72,13.3962962962963,4,14.8148148148148,1,3.7037037037037
"317CHO2","317CHO2",5,21.5,103,0,1.2,3,21.5,21.8,70.52,29.86,1,20,1,20
"317ESE","317ESE",22,14.3,3000,0,0,0.1,14.3,67.6,346.8,195.55,9,40.9090909090909,7,31.8181818181818
"317EST","317EST",4,21.25,650,0.47,5.279,12.4925,21.25,182,462.8,173.2425,2,50,1,25
"CMWCP00","CMWCP00",50,2.82,110,0.19,0.785,1.1975,2.82,6.1425,31.306,11.1137,7,14,3,6
"CMWFK00","CMWFK00",62,2.73,47,0.27,0.833,1.4,2.73,6.1625,8.109,4.48016129032258,1,1.61290322580645,1,1.61290322580645
"CMWSM01","CMWSM01",27,3.17,673,0.17,0.554,0.84,3.17,7.75,84.922,39.072962962963,5,18.5185185185185,4,14.8148148148148
"GAB-VET","GAB-VET",10,120,2355,0,2.25,72.7,120,151,892.499999999999,378.33,8,80,8,80
"GVWAT1","GVWAT1",181,3.01,1100,0,1,1.8,3.01,5.93,16.33,16.1626519337017,12,6.62983425414365,8,4.41988950276243
"GVWAT2","GVWAT2",164,3.385,1100,0.23,1.133,1.8325,3.385,6.515,17.199,15.5133841463415,12,7.31707317073171,7,4.26829268292683
"GVWAT3","GVWAT3",181,2.17,1100,0,0.58,1.28,2.17,4.7,14.5,17.6577071823204,10,5.52486187845304,8,4.41988950276243
"GVWBL2","GVWBL2",74,1.275,1100,0,0.056,0.4325,1.275,5.4375,41.78,57.4524324324324,10,13.5135135135135,8,10.8108108108108
"GVWCG1","GVWCG1",180,5.395,1100,1.21,2.69,3.595,5.395,11,30.66,21.6266111111111,21,11.6666666666667,16,8.88888888888889
"GVWDV20","GVWDV20",12,6.27,33.53,2.64,2.877,3.57,6.27,15.8575,21.043,10.4508333333333,1,8.33333333333333,0,0
"GVWDV21","GVWDV21",65,6.69,58.6,0.68,1.664,3.54,6.69,16.87,22.67,11.0941538461538,5,7.69230769230769,1,1.53846153846154
"GVWDV22","GVWDV22",102,3.725,100,0,0.893,1.5425,3.725,7.615,15.966,7.56764705882353,7,6.86274509803922,4,3.92156862745098
"GVWDV24","GVWDV24",115,7.9,995.67,0,2.152,4.11,7.9,29.385,100,47.4045217391304,33,28.695652173913,23,20
"GVWDV25","GVWDV25",78,4.77,268.33,0,2.697,3.34,4.77,8.4625,16.851,12.0130769230769,6,7.69230769230769,3,3.84615384615385
"GVWGA1","GVWGA1",155,2.09,1100,0.18,0.834,1.22,2.09,4.8,16.326,14.394064516129,9,5.80645161290323,6,3.87096774193548
"GVWGA2","GVWGA2",166,2.395,1100,0,0.67,1.0925,2.395,6.13,15.685,15.9868975903614,10,6.02409638554217,7,4.21686746987952
"GVWLC1","GVWLC1",7,3.06,1100,1.08,1.632,2.295,3.06,18.8,457.88,163.761428571429,2,28.5714285714286,1,14.2857142857143
"GVWLC2","GVWLC2",131,1.45,127.67,0,0.17,0.48,1.45,3.22,11.33,5.90847328244275,9,6.87022900763359,6,4.58015267175572
"GVWLV1","GVWLV1",59,4.16,400.33,0.18,0.758,1.48,4.16,7.82,15.154,14.5630508474576,4,6.77966101694915,3,5.08474576271187
"GVWMY1","GVWMY1",45,3.5,1100,0.2,0.474,1.44,3.5,24,71.442,54.7944444444444,10,22.2222222222222,8,17.7777777777778
"GVWMY2","GVWMY2",97,1.62,470.33,0,0.2,0.68,1.62,5.42,11.95,11.3977319587629,6,6.18556701030928,4,4.12371134020619
"GVWSJ1","GVWSJ1",88,1.92,1100,0,0.19,0.705,1.92,6.0475,26.27,40.835625,10,11.3636363636364,7,7.95454545454545
"GVWSJ2","GVWSJ2",163,1.36,1100,0,0.192,0.6,1.36,3.42,13.104,14.3928527607362,12,7.36196319018405,10,6.13496932515337
"GVWSP1","GVWSP1",103,1.51,1100,0,0.284,0.59,1.51,5.085,24.17,21.7209708737864,10,9.70873786407767,8,7.76699029126214
"GVWSP3","GVWSP3",92,1.78,321.67,0,0.231,0.7375,1.78,3.9375,19.156,11.2861956521739,8,8.69565217391304,6,6.52173913043478
"GVWTC1","GVWTC1",95,4.99,800,0,0.894,1.625,4.99,11.75,38.5800000000001,25.1823157894737,12,12.6315789473684,10,10.5263157894737
"GVWTC2","GVWTC2",58,1.385,1100,0,0.21,0.68,1.385,5.3925,29.2590000000001,45.733275862069,7,12.0689655172414,5,8.62068965517241
"NAT-LAS","NAT-LAS",11,75.3,1478,5.2,32.5,42.6,75.3,332.85,467,274.990909090909,10,90.9090909090909,9,81.8181818181818
